  CveAct;Catalogo  ;No Inv ;Año ;Descripción                                   ;    CveAds; NumSerie    ; CveBaja
  8628; I180000072;03035;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24530373.;   11922 ;MCO24530373 ;    0  ;
  8629; I180000072;03036;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24530261.;   11709 ;MCO24530261 ;    0  ;
  8630; I180000072;03037;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24530264.;   11709 ;MCO24530264 ;    0  ;
  8631; I180000072;03038;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO21230055.;   11709 ;MCO21230055 ;    0  ;
  8632; I180000072;03039;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MC021230001.;   11709 ;MC021230001 ;    0  ;
  8633; I180000072;03040;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24230066.;   11706 ;MCO24230066 ;    0  ;
  8634; I180000072;03041;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24230067.;   11706 ;MCO24230067 ;    0  ;
  8635; I180000072;03042;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO21230052.;   11706 ;MCO21230052 ;    0  ;
  8636; I180000072;03043;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24230004.;   I-1104702;MCO24230004 ;    0  ;
  8637; I180000072;03044;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24230038.;   11706 ;MCO24230038 ;    0  ;
  8638; I180000072;03045;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24230219.;   11706 ;MCO24230219 ;    0  ;
  8639; I180000072;03046;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24230015.;   I-1104702;MCO24230015 ;    0  ;
  8640; I180000072;03047;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24530376.;   11714 ;MCO24530376 ;    0  ;
  8641; I180000072;03048;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24530260.;   11922 ;MCO24530260 ;    0  ;
  8642; I180000072;03049;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY 100 (CLIENTE DELGADO), NUMERO DE SERIE: MCO24530265.;   11922 ;MCO24530265 ;    0  ;
  14583; I180000072;03814;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX00947.;   11711 ;312MX00947  ;    0  ;
  14580; I180000072;03834;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01065.;   11930 ;312MX01065  ;    0  ;
  14579; I180000072;03850;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01083.;   11714 ;312MX01083  ;    0  ;
  14581; I180000072;03871;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01135.;   11711 ;312MX01135  ;    0  ;
  14578; I180000072;03874;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01138.;   11910 ;312MX01138  ;    0  ;
  14584; I180000072;03876;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01140.;   11200 ;312MX01140  ;    0  ;
  14585; I180000072;03880;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01144.;   11701 ;312MX01144  ;    0  ;
  14582; I180000072;03887;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 312MX01151.;   11711 ;312MX01151  ;    0  ;
  12654; I180000072;04153;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX11667.;   I-1100103;311MX11667  ;    0  ;
  12658; I180000072;04154;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX12185.;   I-1100403;311MX12185  ;    0  ;
  12662; I180000072;04155;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX11300.;   I-1100603;311MX11300  ;    0  ;
  12666; I180000072;04156;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX11758.;   I-1100703;311MX11758  ;    0  ;
  12670; I180000072;04157;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX11661.;   I-1101303;311MX11661  ;    0  ;
  11229; I180000072;04158;03 ;A COLOR DE 17" MARCA LANIX, MODELO LN700S, NUMERO DE SERIE: 311MX12110.;   I-1101603;311MX12110  ;    0  ;
  12674; I180000072;04159;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX12137.;   I-1101703;311MX12137  ;    0  ;
  12678; I180000072;04160;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500S, NUMERO DE SERIE: 311MX12139.;   I-1102103;311MX12139  ;    0  ;
  12682; I180000072;04161;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX12141.;   I-1102203;311MX12141  ;    0  ;
  16009; I180000072;04162;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX12145.;   11922 ;311MX12145  ;    0  ;
  16010; I180000072;04163;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX11394;   11922 ;311MX11394  ;    0  ;
  16011; I180000072;04164;03 ;A COLOR DE 15" MARCA LANIX, MODELO LN500E, NUMERO DE SERIE: 311MX11365;   11922 ;311MX11365  ;    0  ;
  8533; I180000072;05390;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0342.;   11713 ;0237LR0342  ;    0  ;
  8534; I180000072;05391;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0775;   11922 ;0237LR0775  ;    0  ;
  8535; I180000072;05392;02 ;A COLOR DE 17" MARCA SUN, MODELO, SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0726.;   11702 ;0237LR0726  ;    0  ;
  8536; I180000072;05393;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0244LR0110.;   11705 ;0244LR0110  ;    0  ;
  8537; I180000072;05394;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0244LR0241.;   I-1100106;0244LR0241  ;    0  ;
  8538; I180000072;05395;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0715.;   11922 ;0237LR0715  ;    0  ;
  8539; I180000072;05396;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0632.;   11922 ;0237LR0632  ;    0  ;
  8540; I180000072;05397;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0707.;   11707 ;037LR0707   ;    0  ;
  8541; I180000072;05398;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0768;   11922 ;0237LR0768  ;    0  ;
  8542; I180000072;05399;02 ;A COLOR DE 17" MARCA SUN, MODELO SUN RAY100 DP17MO, NUMERO DE SERIE: 0237LR0325.;   11706 ;0237LR0325  ;    0  ;
  7088; I180000072;07381;02 ;PLANO A COLOR DE " MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701WJPC,;   I-1100902;CY23701WJPC ;    0  ;
  7089; I180000072;07382;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701TJPC.;   I-1101002;CY23701TJPC ;    0  ;
  7090; I180000072;07383;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370BKJPC.;   I-1101102;CY2370BKJPC ;    0  ;
  7091; I180000072;07384;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370ADJPC.;   I-1101202;CY2370ADJPC ;    0  ;
  7092; I180000072;07385;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370CLJPC.;   I-1101302;CY2370CLJPC ;    0  ;
  7093; I180000072;07386;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701RJPC.;   I-1101402;CY23701RJPC ;    0  ;
  7094; I180000072;07387;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370ALJPC.;   11922 ;CY2370ALJPC ;    0  ;
  7095; I180000072;07388;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701JJPC.;   I-1101802;CY23701JJPC ;    0  ;
  7096; I180000072;07389;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370A0JPC.;   I-1102002;CY2370A0JPC ;    0  ;
  7097; I180000072;07390;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370AGJPC.;   I-1102202;CY2370AGJPC ;    0  ;
  7098; I180000072;07391;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701PJPC.;   I-1102402;CY23701PJPC ;    0  ;
  7099; I180000072;07392;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY237026JPC.;   I-1102702;CY237026JPC ;    0  ;
  7100; I180000072;07393;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370BPJPC.;   I-1103202;CY2370BPJPC ;    0  ;
  7101; I180000072;07394;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370CRJPC.;   I-1103502;CY2370CRJPC ;    0  ;
  7102; I180000072;07395;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370CQJPC.;   11922 ;CY2370CQJPC ;    0  ;
  7103; I180000072;07396;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370APJPC.;   I-1104202;CY2370APJPC ;    0  ;
  7104; I180000072;07397;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370BMJPC.;   I-1104302;CY2370BMJPC ;    0  ;
  7105; I180000072;07398;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701MJPC.;   I-1103302;CY23701MJPC ;    0  ;
  7106; I180000072;07399;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370CSJPC.;   I-1104502;CY2370CSJPC ;    0  ;
  7107; I180000072;07400;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701SJPC. RESOSLUCION 12250;   Z11990;CY23701SJPC ;    0  ;
  7108; I180000072;07401;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370BEJPC.;   I-1105302;CY2370BEJPC ;    0  ;
  7109; I180000072;07402;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370AKJPC.;   I-1105102;CY2370AKJPC ;    0  ;
  7110; I180000072;07403;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY23701HJPC.;   I-1104802;CY23701HJPC ;    0  ;
  7111; I180000072;07404;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370AJJPC.;   I-1105402;CY2370AJJPC ;    0  ;
  7112; I180000072;07405;02 ;PLANO A COLOR DE 15" MARCA APPLE, MODELO M 2459, NUMERO DE SERIE: CY2370AEJPC.;   I-1105502;CY2370AEJPC ;    0  ;
  7963; I180000072;07575;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KC961.;   11922 ;245CP28KC961;    0  ;
  7964; I180000072;07576;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD033.;   11922 ;245CP28KD033;    0  ;
  7965; I180000072;07577;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD299.;   11922 ;245CP28KD299;    0  ;
  7966; I180000072;07578;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD057.;   11922 ;245CP28KD057;    0  ;
  7967; I180000072;07579;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD188.;   11922 ;245CP28KD188;    0  ;
  7968; I180000072;07580;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD086.;   11922 ;245CP28KD086;    0  ;
  7969; I180000072;07581;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD058.;   11922 ;245CP28KD058;    0  ;
  7970; I180000072;07582;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD061.;   11922 ;245CP28KD061;    0  ;
  7971; I180000072;07583;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD060.;   11922 ;245CP28KD060;    0  ;
  7972; I180000072;07584;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD062.;   I-1101602;245CP28KD062;    0  ;
  7973; I180000072;07585;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD267.;   I-1101602;245CP28KD267;    0  ;
  7974; I180000072;07586;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD008.;   I-1101602;245CP28KD008;    0  ;
  7975; I180000072;07587;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD011.;   I-1101602;245CP28KD011;    0  ;
  7976; I180000072;07588;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD010.;   I-1101602;245CP28KD010;    0  ;
  7977; I180000072;07589;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD012..;   I-1101602;245CP28KD012;    0  ;
  7978; I180000072;07590;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD035.;   I-1101602;245CP28KD035;    0  ;
  7979; I180000072;07591;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD030.;   I-1101602;245CP28KD030;    0  ;
  7980; I180000072;07592;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD032.;   I-1101602;245CP28KD032;    0  ;
  7981; I180000072;07593;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD029.;   I-1101902;245CP28KD029;    0  ;
  7982; I180000072;07594;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD037.;   I-1101902;245CP28KD037;    0  ;
  7983; I180000072;07595;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD031.;   I-1101902;245CP28KD031;    0  ;
  7984; I180000072;07596;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD038.;   I-1101902;245CP28KD038;    0  ;
  7985; I180000072;07597;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD036.;   I-1101902;245CP28KD036;    0  ;
  7986; I180000072;07598;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD018.;   I-1101902;245CP28KD018;    0  ;
  7987; I180000072;07599;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD016.;   I-1101902;245CP28KD016;    0  ;
  7988; I180000072;07600;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD017.;   I-1101902;245CP28KD017;    0  ;
  7989; I180000072;07601;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD270.;   I-1101902;245CP28KD270;    0  ;
  7990; I180000072;07602;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD015.;   I-1102102;245CP28KD015;    0  ;
  7991; I180000072;07603;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD006.;   I-1102102;245CP28KD006;    0  ;
  7992; I180000072;07604;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD009.;   I-1102102;245CP28KD009;    0  ;
  7993; I180000072;07605;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD039.;   I-1102102;245CP28KD039;    0  ;
  7994; I180000072;07606;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD066.;   I-1102102;245CP28KD066;    0  ;
  7995; I180000072;07607;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD067.;   I-1102102;245CP28KD067;    0  ;
  7996; I180000072;07608;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD065.;   I-1102102;245CP28KD065;    0  ;
  7997; I180000072;07609;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD063.;   I-1102102;245CP28KD063;    0  ;
  7998; I180000072;07610;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD064.;   I-1102102;245CP28KD064;    0  ;
  7999; I180000072;07611;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD040.;   I-1102302;245CP28KD040;    0  ;
  8000; I180000072;07612;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD996.;   I-1102302;245CP28KD996;    0  ;
  8001; I180000072;07613;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD085.;   I-1102302;245CP28KD085;    0  ;
  8002; I180000072;07614;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD059.;   I-1102302;245CP28KD059;    0  ;
  8003; I180000072;07615;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD092.;   I-1102302;245CP28KD092;    0  ;
  8004; I180000072;07616;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD254.;   I-1102302;245CP28KD254;    0  ;
  8005; I180000072;07617;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD268.;   I-1102302;245CP28KD268;    0  ;
  8006; I180000072;07618;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD069.;   I-1102302;245CP28KD069;    0  ;
  8007; I180000072;07619;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD272.;   I-1102302;245CP28KD272;    0  ;
  8008; I180000072;07620;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD098.;   I-1102502;245CP28KD098;    0  ;
  8009; I180000072;07621;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD071.;   I-1102502;245CP28KD071;    0  ;
  8010; I180000072;07622;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD274.;   I-1102502;245CP28KD274;    0  ;
  8011; I180000072;07623;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD097.;   I-1102502;245CP28KD097;    0  ;
  8012; I180000072;07624;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD075.;   I-1102502;245CP28KD075;    0  ;
  8013; I180000072;07625;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD074.;   I-1102502;245CP28KD074;    0  ;
  8014; I180000072;07626;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD076.;   I-1102502;245CP28KD076;    0  ;
  8015; I180000072;07627;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD091.;   I-1102502;245CP28KD091;    0  ;
  8016; I180000072;07628;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD077.;   I-1102502;245CP28KD077;    0  ;
  8017; I180000072;07629;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD078.;   I-1102602;245CP28KD078;    0  ;
  8018; I180000072;07630;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD070.;   I-1102602;245CP28KD070;    0  ;
  8019; I180000072;07631;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD068.;   I-1102602;245CP28KD068;    0  ;
  8020; I180000072;07632;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE101.;   I-1102602;246CP28KE101;    0  ;
  8021; I180000072;07633;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE123.;   I-1102602;246CP28KE123;    0  ;
  8022; I180000072;07634;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD822.;   I-1102602;246CP28KD822;    0  ;
  8023; I180000072;07635;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE121.;   I-1102602;246CP28KE121;    0  ;
  8024; I180000072;07636;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE120.;   I-1102602;246CP28KE120;    0  ;
  8025; I180000072;07637;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD894.;   I-1102602;246CP28KD894;    0  ;
  8026; I180000072;07638;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD891.;   I-1102802;246CP28KD891;    0  ;
  8027; I180000072;07639;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE139.;   I-1102802;246CP28KE139;    0  ;
  8028; I180000072;07640;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE138.;   I-1102802;246CP28KE138;    0  ;
  8029; I180000072;07641;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD984.;   I-1102802;246CP28KD984;    0  ;
  8030; I180000072;07642;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE534.;   I-1102802;246CP28KE534;    0  ;
  8031; I180000072;07643;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE581.;   I-1102802;246CP28KE581;    0  ;
  8032; I180000072;07644;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE580.;   I-1102802;246CP28KE580;    0  ;
  8033; I180000072;07645;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE559.;   I-1102802;246CP28KE559;    0  ;
  8034; I180000072;07646;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE021.;   I-1102802;246CP28KE021;    0  ;
  8035; I180000072;07647;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE489.;   I-1103102;246CP28KE489;    0  ;
  8036; I180000072;07648;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE624.;   I-1103102;246CP28KE624;    0  ;
  8037; I180000072;07649;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD128.;   I-1103102;245CP28KD128;    0  ;
  8038; I180000072;07650;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE560.;   I-1103102;246CP28KE560;    0  ;
  8039; I180000072;07651;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD126.;   I-1103102;245CP28KD126;    0  ;
  8040; I180000072;07652;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 245CP28KD124.;   I-1103102;245CP28KD124;    0  ;
  8041; I180000072;07653;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD890.;   I-1103102;246CP28KD890;    0  ;
  8042; I180000072;07654;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD910.;   I-1103102;246CP28KD910;    0  ;
  8043; I180000072;07655;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD863.;   I-1103102;246CP28KD863;    0  ;
  8044; I180000072;07656;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KD909.;   I-1103702;246CP28KD909;    0  ;
  8045; I180000072;07657;02 ;A COLOR DE 17" MARCA COMPAQ, MODELO S-7500, NUMERO DE SERIE: 246CP28KE100.;   I-1103702;246CP28KE100;    0  ;
