  CveAct;Catalogo  ;No Inv ;Año ;Descripción                                   ;    CveAds; NumSerie    ; CveBaja
  19084; I180000218;00051;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA DELL, NUMERO DE SERIE: MX0P513R7071508S0N6S.;   I-1104302;MX0P513R7071508S0N6S;    0  ;
  19085; I180000218;00052;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA DELL, NUMERO DE SERIE: MX0P513R7071507K0TQS.;   11922 ;MX0P513R7071507K0TQS;    0  ;
  19086; I180000218;00053;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA DELL, NUMERO DE SERIE: MX0P513R7071507K10BS.;   11922 ;MX0P513R7071507K10BS;    0  ;
  15657; I180000218;00054;06 ;A COLOR DE 17" SVGA MARCA HEWLETT PACKARD, MODELO HSTND-1L02-M HP7540, NUMERO DE SERIE: CNN5460PNK.;   I-1100205;CNN5460PNK  ;    0  ;
  19087; I180000218;00054;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA DELL, NUMERO DE SERIE: MX0P513R7071507K0TKS.;   11922 ;MX0P513R7071507K0TKS;    0  ;
  15672; I180000218;00055;06 ;A COLOR DE 17" SVGA MARCA HEWLETT PACKARD, MODELO HSTND-1L02-M HP7540, NUMERO DE SERIE: CNN5460PNM.;   I-1100305;CNN5460PNM  ;    0  ;
  15761; I180000218;00056;06 ;A COLOR DE 17" SVGA MARCA HEWLETT PACKARD, MODELO HSTND-1L02-M HP7540, NUMERO DE SERIE: CNN5460PNN.;   I-1100405;CNN5460PNN  ;    0  ;
  15675; I180000218;00057;06 ;A COLOR DE 17" SVGA MARCA HEWLETT PACKARD, MODELO HSTND-1L02-M HP7540, NUMERO DE SERIE: CNN5460PMN.;   I-1100505;CNN5460PMN  ;    0  ;
  15272; I180000218;00255;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700799.;   I-1100105;510LX1700799;    0  ;
  15273; I180000218;00256;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700883.;   I-1100105;510LX1700883;    0  ;
  15274; I180000218;00257;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700878.;   I-1100105;510LX1700878;    0  ;
  15275; I180000218;00258;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700805.;   I-1100105;510LX1700805;    0  ;
  15276; I180000218;00259;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700879.;   I-1100105;510LX1700879;    0  ;
  15277; I180000218;00260;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700903.;   I-1100105;510LX1700903;    0  ;
  15278; I180000218;00261;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700884.;   I-1100105;510LX1700884;    0  ;
  15279; I180000218;00262;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700825.;   I-1100105;510LX1700825;    0  ;
  15280; I180000218;00263;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700901.;   I-1100105;510LX1700901;    0  ;
  15281; I180000218;00264;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700737.;   I-1100105;510LX1700737;    0  ;
  15331; I180000218;00265;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700902.;   I-1100205;510LX1700902;    0  ;
  15332; I180000218;00266;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1000908.;   I-1100205;510LX1000908;    0  ;
  15333; I180000218;00267;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700847.;   I-1100205;510LX1700847;    0  ;
  15334; I180000218;00268;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700755.;   I-1100205;510LX1700755;    0  ;
  15335; I180000218;00269;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700775.;   I-1100205;510LX1700775;    0  ;
  15336; I180000218;00270;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700881.;   I-1100205;510LX1700881;    0  ;
  15337; I180000218;00271;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700855.;   I-1100205;510LX1700855;    0  ;
  15338; I180000218;00272;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700918.;   I-1100205;510LX1700918;    0  ;
  15339; I180000218;00273;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700880.;   I-1100205;510LX1700880;    0  ;
  15340; I180000218;00274;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700812.;   I-1100205;510LX1700812;    0  ;
  15393; I180000218;00275;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700904.;   I-1100305;510LX1700904;    0  ;
  15394; I180000218;00276;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700703.;   I-1100305;510LX1700703;    0  ;
  15395; I180000218;00277;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700783.;   I-1100305;510LX1700783;    0  ;
  15396; I180000218;00278;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700909.;   I-1100305;510LX1700909;    0  ;
  15397; I180000218;00279;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700756.;   I-1100305;510LX1700756;    0  ;
  15398; I180000218;00280;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700882.;   I-1100305;510LX1700882;    0  ;
  15399; I180000218;00281;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700900.;   I-1100305;510LX1700900;    0  ;
  15400; I180000218;00282;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX170885.;   I-1100305;510LX1700885;    0  ;
  15401; I180000218;00283;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX170702.;   I-1100305;510LX1700702;    0  ;
  15402; I180000218;00284;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX170820.;   I-1100305;510LX1700820;    0  ;
  15481; I180000218;00285;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700905.;   I-1100405;510LX1700905;    0  ;
  15482; I180000218;00286;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700810.;   I-1100405;510LX1700810;    0  ;
  15483; I180000218;00287;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700850.;   I-1100405;510LX1700850;    0  ;
  15484; I180000218;00288;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700689.;   I-1100405;510LX1700689;    0  ;
  15485; I180000218;00289;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700921.;   I-1100405;510LX1700921;    0  ;
  15486; I180000218;00290;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700923.;   I-1100405;510LX1700923;    0  ;
  15487; I180000218;00291;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700707.;   I-1100405;510LX1700707;    0  ;
  15488; I180000218;00292;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700691.;   I-1100405;510LX1700691;    0  ;
  15489; I180000218;00293;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700913.;   I-1100405;510LX1700913;    0  ;
  15490; I180000218;00294;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700920.;   I-1100405;510LX1700920;    0  ;
  15591; I180000218;00295;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700917.;   I-1100505;510LX1700917;    0  ;
  15592; I180000218;00296;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700691.;   I-1100505;510LX1700691;    0  ;
  15593; I180000218;00297;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700899.;   I-1100505;510LX1700899;    0  ;
  15594; I180000218;00298;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700924.;   I-1100505;510LX1700924;    0  ;
  15595; I180000218;00299;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700822.;   I-1100505;510LX1700822;    0  ;
  15596; I180000218;00300;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700915.;   I-1100505;510LX1700915;    0  ;
  15597; I180000218;00301;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700745.;   I-1100505;510LX1700745;    0  ;
  15598; I180000218;00302;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700922.;   I-1100505;510LX1700922;    0  ;
  15599; I180000218;00303;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700914.;   I-1100505;510LX1700914;    0  ;
  15600; I180000218;00304;05 ;A COLOR DE 17" MARCA LANIX, MODELO LN7105, NUMERO DE SERIE: 510LX1700916.;   I-1100505;510LX1700916;    0  ;
  17484; I180000218;00331;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009973.0Q8;   I-1100108;N678AJA009973;    0  ;
  17485; I180000218;00332;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009922.0Q8;   I-1100108;N678AJA009922;    0  ;
  17486; I180000218;00333;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010261.8;   I-1100108;N678AJA010261;    0  ;
  17487; I180000218;00334;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA0098741.8;   I-1100108;N678AJA009874;    0  ;
  17488; I180000218;00335;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA0098701.8;   I-1100108;N678AJA009870;    0  ;
  17489; I180000218;00336;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009604;   I-1100108;N678AJA009604;    0  ;
  17490; I180000218;00337;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009869;   I-1100108;N678AJA009869;    0  ;
  17491; I180000218;00338;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009978;   I-1100108;N678AJA009978;    0  ;
  17492; I180000218;00339;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009975;   I-1100108;N678AJA009975;    0  ;
  17493; I180000218;00340;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009588;   I-1100108;N678AJA009588;    0  ;
  17494; I180000218;00341;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010279;   I-1100208;N678AJA010279;    0  ;
  17495; I180000218;00342;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009873;   I-1100208;N678AJA009873;    0  ;
  17496; I180000218;00343;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010267;   I-1100208;N678AJA010267;    0  ;
  17497; I180000218;00344;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009872;   I-1100208;N678AJA009872;    0  ;
  17498; I180000218;00345;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009592;   I-1100208;N678AJA009592;    0  ;
  17499; I180000218;00346;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009616;   I-1100208;N678AJA009616;    0  ;
  17500; I180000218;00347;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010214;   I-1100208;N678AJA010214;    0  ;
  17501; I180000218;00348;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009891.;   I-1100208;N678AJA009891;    0  ;
  18900; I180000218;00348;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA000972.;   I-1100902;M54A6JA000972;    0  ;
  17502; I180000218;00349;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009979;   i-1100208;N678AJA009979;    0  ;
  18901; I180000218;00349;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002094.;   I-1100902;M54A6JA002094;    0  ;
  17503; I180000218;00350;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009876.;   I-1100208;N678AJA009876;    0  ;
  18902; I180000218;00350;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002013.;   I-1100902;M54A6JA002013;    0  ;
  17504; I180000218;00351;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010373.;   I-1100308;N678AJA010373;    0  ;
  18903; I180000218;00351;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001866.;   I-1100902;M54A6JA001866;    0  ;
  17505; I180000218;00352;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008939.;   I-1100308;N678AJA008939;    0  ;
  18905; I180000218;00352;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001765.;   I-1100902;M54A6JA001765;    0  ;
  17506; I180000218;00353;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009879;   I-1100308;N678AJA009879;    0  ;
  18906; I180000218;00353;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA000983.;   I-1100902;M54A6JA000983;    0  ;
  17507; I180000218;00354;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009963;   I-1100308;N678AJA009963;    0  ;
  18907; I180000218;00354;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA000334.;   I-1100902;M54A6JA000334;    0  ;
  17508; I180000218;00355;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010258;   I-1100308;N678AJA010258;    0  ;
  18908; I180000218;00355;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001872.;   I-1100902;M54A6JA001872;    0  ;
  17509; I180000218;00356;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008965;   I-1100308;N678AJA008965;    0  ;
  18909; I180000218;00356;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA000947.;   I-1100902;M54A6JA000947;    0  ;
  17510; I180000218;00357;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA006908;   I-1100308;N678AJA006908;    0  ;
  18904; I180000218;00357;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA000942.;   I-1100902;M54A6JA000942;    0  ;
  17511; I180000218;00358;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010217;   I-1100308;N678AJA010217;    0  ;
  18774; I180000218;00358;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA000998.;   I-1101002;M54A6JA000998;    0  ;
  17512; I180000218;00359;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010294;   I-1100308;N678AJA010294;    0  ;
  18775; I180000218;00359;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002014.;   I-1101002;M54A6JA002014;    0  ;
  17513; I180000218;00360;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009647;   I-1100308;N678AJA009647;    0  ;
  18776; I180000218;00360;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002031.;   I-1101002;M54A6JA002031;    0  ;
  17514; I180000218;00361;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010297;   I-1100602;N678AJA010297;    0  ;
  18777; I180000218;00361;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001251.;   I-1101002;M54A6JA001251;    0  ;
  17515; I180000218;00362;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010316;   I-1100602;N678AJA010316;    0  ;
  18778; I180000218;00362;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001260.;   I-1101002;M54A6JA001260;    0  ;
  17516; I180000218;00363;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008946;   I-1100602;N678AJA008946;    0  ;
  18779; I180000218;00363;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001254.;   I-1101002;M54A6JA001254;    0  ;
  17517; I180000218;00364;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009894;   I-1100602;N678AJA009894;    0  ;
  18780; I180000218;00364;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002033.;   I-1101002;M54A6JA002033;    0  ;
  17518; I180000218;00365;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010248;   I-1100602;N678AJA010248;    0  ;
  18781; I180000218;00365;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001858.;   I-1101002;M54A6JA001858;    0  ;
  17519; I180000218;00366;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009500;   I-1100602;N678AJA009500;    0  ;
  18782; I180000218;00366;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002080.;   I-1101002;M54A6JA002080;    0  ;
  17520; I180000218;00367;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010263.;   I-1100602;N678AJA010263;    0  ;
  18783; I180000218;00367;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002063.;   I-1101002;M54A6JA002063;    0  ;
  17521; I180000218;00368;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009012.;   I-1100602;N678AJA009012;    0  ;
  18870; I180000218;00368;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002011.;   i-1101102;M54A6JA002011;    0  ;
  17522; I180000218;00369;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009191.;   I-1100602;N678AJA009191;    0  ;
  18871; I180000218;00369;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002081.;   I-1101102;M54A6JA002081;    0  ;
  17523; I180000218;00370;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008912.;   I-1100602;N678AJA008912;    0  ;
  18872; I180000218;00370;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002066.;   I-1101102;M54A6JA002066;    0  ;
  17524; I180000218;00371;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008724.;   I-1100702;N678AJA008724;    0  ;
  18873; I180000218;00371;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA002091.;   I-1101102;M54A6JA002091;    0  ;
  17525; I180000218;00372;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010424.;   I-1100702;N678AJA010424;    0  ;
  18874; I180000218;00372;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001832.;   I-1101102;M54A6JA001832;    0  ;
  17526; I180000218;00373;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA010264.;   I-1100702;N678AJA010264;    0  ;
  18875; I180000218;00373;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001758.;   I-1101102;M54A6JA001758;    0  ;
  17527; I180000218;00374;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008930.;   I-1100702;N678AJA008930;    0  ;
  18876; I180000218;00374;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6JA001821.;   I-1101102;M54A6JA001821;    0  ;
  17528; I180000218;00375;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008941.;   I-1100702;N678AJA008941;    0  ;
  18877; I180000218;00375;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6264001264.;   I-1101102;M54A6JA001264;    0  ;
  17529; I180000218;00376;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009127.;   I-1100702;N678AJA009127;    0  ;
  18878; I180000218;00376;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6264001433.;   I-1101102;M54A6JA001433;    0  ;
  17530; I180000218;00377;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009146.;   I-1100702;N678AJA009146;    0  ;
  18879; I180000218;00377;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6264000849.;   I-1101102;M54A6JA000849;    0  ;
  17531; I180000218;00378;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA009690.;   I-1100702;N678AJA009690;    0  ;
  18910; I180000218;00378;10 ;LCD TFT TIPO PLANO DE 19" A COLOR, MARCA LANIX, MODELO LX900B ( (TFT19W80PSA), NUMERO DE SERIE: M54A6264001237.;   11922 ;M54A6JA001237;    0  ;
  17532; I180000218;00379;08 ;LCD PLANO DE 17" SVGA A COLOR MARCA LANIX, MODELO LX 7008, (TFT17W80PS), NUMERO DE SERIE: N678AJA008836.;   I-1100702;N678AJA008836;    0  ;
